Project Name,Revision ID,API Type,Commit Type,Note,Log
allenai/bi-att-flow,5bf596873041346ca6a86373887df73519b2e654,,Feature,good example,logits and model changes; please reset if doesn't work!
allenai/bi-att-flow,5bf596873041346ca6a86373887df73519b2e654,Dropout,Feature,good example,logits and model changes; please reset if doesn't work!
allenai/bi-att-flow,5bf596873041346ca6a86373887df73519b2e654,Activation,Feature,good example,logits and model changes; please reset if doesn't work!
huggingface/transformers,f6081f2255d71779f4ef71acd47502dbe00bf2a9,Dropout,Feature,,add xlnetforsequence classif and run_classifier example for xlnet
huggingface/transformers,f6081f2255d71779f4ef71acd47502dbe00bf2a9,Activation,Feature,,add xlnetforsequence classif and run_classifier example for xlnet
huggingface/transformers,f6081f2255d71779f4ef71acd47502dbe00bf2a9,Linear,Feature,,add xlnetforsequence classif and run_classifier example for xlnet
albertaparicio/tfg-voice-conversion,01805bd401d83425f4ad120f0f8a44ecebc552d5,,Other,,change gru by plstm in synthesis script
albertaparicio/tfg-voice-conversion,01805bd401d83425f4ad120f0f8a44ecebc552d5,Dropout,Other,,change gru by plstm in synthesis script
albertaparicio/tfg-voice-conversion,01805bd401d83425f4ad120f0f8a44ecebc552d5,Temporal,Other,,change gru by plstm in synthesis script
albertaparicio/tfg-voice-conversion,01805bd401d83425f4ad120f0f8a44ecebc552d5,Activation,Other,,change gru by plstm in synthesis script
pdasigi/onto-lstm,186129c66e52cc5d7cd0e7fde279b899b402e0c8,Dropout,Feature,,everything is better with dropout
skywaLKer518/A-Recsys,969fd65dd7c976556fc5ff60dd93adcba9ec1f68,,Feature,,add skipgram model. fix output_item embedding bug in embed_attribute.
skywaLKer518/A-Recsys,969fd65dd7c976556fc5ff60dd93adcba9ec1f68,Dropout,Feature,,add skipgram model. fix output_item embedding bug in embed_attribute.
skywaLKer518/A-Recsys,969fd65dd7c976556fc5ff60dd93adcba9ec1f68,Prediction and evaluation,Feature,,add skipgram model. fix output_item embedding bug in embed_attribute.
skywaLKer518/A-Recsys,969fd65dd7c976556fc5ff60dd93adcba9ec1f68,Sparse,Bug Fix,,add skipgram model. fix output_item embedding bug in embed_attribute.
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,,Bug Fix,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,Dropout,Bug Fix,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,Pooling,Bug Fix,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,Temporal,Bug Fix,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,,Feature,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,Dropout,Feature,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,Pooling,Feature,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
dpressel/mead-baseline,eb98a2b06049dc50de08102d00130796320d11ba,Temporal,Feature,,feature/v1 (#184)\n\n* updating for v1\r\n* fix elmo\r\n* update model.py
CannyLab/rinokeras,d22ba407d8b88f25cba37560f727200e90d29611,,Feature,,add dropout  attention masking  position encoding
CannyLab/rinokeras,d22ba407d8b88f25cba37560f727200e90d29611,Dropout,Feature,,add dropout  attention masking  position encoding
CannyLab/rinokeras,d22ba407d8b88f25cba37560f727200e90d29611,Temporal,Feature,,add dropout  attention masking  position encoding
jwyang/faster-rcnn.pytorch,3437b4af816668b1a7ac7f2aa15a5470b61fd43b,,Feature,,add network slice  lr_decay=0.1  revise trainval_net
jwyang/faster-rcnn.pytorch,3437b4af816668b1a7ac7f2aa15a5470b61fd43b,Dropout,Feature,,add network slice  lr_decay=0.1  revise trainval_net
jwyang/faster-rcnn.pytorch,3437b4af816668b1a7ac7f2aa15a5470b61fd43b,Training,Feature,,add network slice  lr_decay=0.1  revise trainval_net
jwyang/faster-rcnn.pytorch,3437b4af816668b1a7ac7f2aa15a5470b61fd43b,Pretrained,Feature,,add network slice  lr_decay=0.1  revise trainval_net
dpressel/mead-baseline,05db715004e2aa699935fc3ec4ba5d0dd101a365,,Bug Fix,,start updating keras  fix dynet import order
dpressel/mead-baseline,05db715004e2aa699935fc3ec4ba5d0dd101a365,Dropout,Bug Fix,,start updating keras  fix dynet import order
dpressel/mead-baseline,05db715004e2aa699935fc3ec4ba5d0dd101a365,Temporal,Bug Fix,,start updating keras  fix dynet import order
dpressel/mead-baseline,05db715004e2aa699935fc3ec4ba5d0dd101a365,Pooling,Bug Fix,,start updating keras  fix dynet import order
dpressel/mead-baseline,05db715004e2aa699935fc3ec4ba5d0dd101a365,Sparse,Bug Fix,,start updating keras  fix dynet import order
dpressel/mead-baseline,05db715004e2aa699935fc3ec4ba5d0dd101a365,Linear,Bug Fix,,start updating keras  fix dynet import order
OpenNMT/OpenNMT-tf,afbcc758b07132f8994bcd408e39bc37ed2f1549,Dropout,Feature,,add layer common.dropout for convenience
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,,Bug Fix,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,Dropout,Bug Fix,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,Training,Bug Fix,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,Normalization,Bug Fix,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,,Other,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,Dropout,Other,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,Training,Other,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
davidsandberg/facenet,0cf4bf509859ef0ed8581e2f774d20f9f3bc431e,Normalization,Other,,removed usage of flags in the facenet module. fixed some bugs were new\nflags had only been added to the facenet_train module.
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,,Feature,,character-level convolutional networks for text classification
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,Dropout,Feature,,character-level convolutional networks for text classification
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,Pooling,Feature,,character-level convolutional networks for text classification
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,Training,Feature,,character-level convolutional networks for text classification
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,Sparse,Feature,,character-level convolutional networks for text classification
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,Activation,Feature,,character-level convolutional networks for text classification
aisolab/nlp_classification,ce4bb7e37d50c849c3b9e3fbf6a40984af1c05ee,Convolutional,Feature,,character-level convolutional networks for text classification
hirofumi0810/neural_sp,ff0bdaed21c0785c756edf53ce5174984a30c3e7,,Feature,,add hybrid blstm-transformer encoder
hirofumi0810/neural_sp,ff0bdaed21c0785c756edf53ce5174984a30c3e7,Dropout,Feature,,add hybrid blstm-transformer encoder
hirofumi0810/neural_sp,ff0bdaed21c0785c756edf53ce5174984a30c3e7,Temporal,Feature,,add hybrid blstm-transformer encoder
hirofumi0810/neural_sp,ff0bdaed21c0785c756edf53ce5174984a30c3e7,Initializer,Feature,,add hybrid blstm-transformer encoder
hirofumi0810/neural_sp,ff0bdaed21c0785c756edf53ce5174984a30c3e7,Linear,Feature,,add hybrid blstm-transformer encoder
uclnlp/jack,9faf6dae8248c80a592bd99733b4eba88a0d1fa9,Dropout,Bug Fix,,dropout problem; added ports.input.keep_prob
uclnlp/jack,9faf6dae8248c80a592bd99733b4eba88a0d1fa9,Initializer,Bug Fix,,dropout problem; added ports.input.keep_prob
uclnlp/jack,9faf6dae8248c80a592bd99733b4eba88a0d1fa9,Temporal,Bug Fix,,dropout problem; added ports.input.keep_prob
Adapter-Hub/adapter-transformers,0efc4ab632ddf6f726bdf3ce1b9350f8ec183a2f,Dropout,Feature,,adding dropout to gpt-2 and embedding dropout to gpt
Adapter-Hub/adapter-transformers,0efc4ab632ddf6f726bdf3ce1b9350f8ec183a2f,Sparse,Feature,,adding dropout to gpt-2 and embedding dropout to gpt
andrejonasson/dynamic-coattention-network-plus,4e77df8e3f99fe8f34954008b1d55024e4950642,,Feature,,added dropout to fc of initial query encoding
andrejonasson/dynamic-coattention-network-plus,4e77df8e3f99fe8f34954008b1d55024e4950642,Dropout,Feature,,added dropout to fc of initial query encoding
huggingface/transformers,564fd75d65e66d3ac2a7c39558aa1079c9845152,Dropout,Deprecate,,removed unused fields in distilbert transformerblock (#2710)\n\n* removed unused fields in distilbert transformerblock
andrejonasson/dynamic-coattention-network-plus,d76b6cc25976b423a82afa9230c1660113ad65ba,,Deprecate,,added better compatability to baseline to take on dcn+ encoder. added shell.png.
andrejonasson/dynamic-coattention-network-plus,d76b6cc25976b423a82afa9230c1660113ad65ba,Dropout,Deprecate,,added better compatability to baseline to take on dcn+ encoder. added shell.png.
andrejonasson/dynamic-coattention-network-plus,d76b6cc25976b423a82afa9230c1660113ad65ba,Temporal,Deprecate,,added better compatability to baseline to take on dcn+ encoder. added shell.png.
as-ideas/TransformerTTS,9ec50b4185e24296856e6bba3a573dfd3e613b52,Dropout,Feature,,fix decoder prenet dropout assignment. improved default schedules.
as-ideas/TransformerTTS,9ec50b4185e24296856e6bba3a573dfd3e613b52,Temporal,Bug Fix,,fix decoder prenet dropout assignment. improved default schedules.
calclavia/DeepJ,4bccfb36004f54aed6b77b7ff89a6f10442522a4,Dropout,Feature,,added dropout to dilated stack
andrejonasson/dynamic-coattention-network-plus,26da5e47a8ba3b67888c4b1b86cfb79a27b5f73a,Dropout,Feature,,replaced encoder arguments for rnncell with a cell_factory method. added placeholder kwargs for keep_prob for dropout.
andrejonasson/dynamic-coattention-network-plus,26da5e47a8ba3b67888c4b1b86cfb79a27b5f73a,Temporal,Other,,replaced encoder arguments for rnncell with a cell_factory method. added placeholder kwargs for keep_prob for dropout.
albertaparicio/tfg-voice-conversion,836008e01715c64d15956c01f58a022ff668c02f,,Bug Fix,,interrupted training with 1024 units in encoder and no leakyrelu's
albertaparicio/tfg-voice-conversion,836008e01715c64d15956c01f58a022ff668c02f,Dropout,Bug Fix,,interrupted training with 1024 units in encoder and no leakyrelu's
albertaparicio/tfg-voice-conversion,836008e01715c64d15956c01f58a022ff668c02f,Temporal,Bug Fix,,interrupted training with 1024 units in encoder and no leakyrelu's
albertaparicio/tfg-voice-conversion,836008e01715c64d15956c01f58a022ff668c02f,Merging,Bug Fix,,interrupted training with 1024 units in encoder and no leakyrelu's
albertaparicio/tfg-voice-conversion,836008e01715c64d15956c01f58a022ff668c02f,Activation,Bug Fix,,interrupted training with 1024 units in encoder and no leakyrelu's
albertaparicio/tfg-voice-conversion,836008e01715c64d15956c01f58a022ff668c02f,Reshaping,Bug Fix,,interrupted training with 1024 units in encoder and no leakyrelu's
gregwchase/eyenet,2ee8a01b63e9c33ba8e7589428178e73c6b4f645,Dropout,Feature,,added dropout layers for generalization.
dpressel/mead-baseline,6ad8c8b4c73379c9366d387fb881c3f790f615b0,,Feature,,add all transformer layers and a crf layer
dpressel/mead-baseline,6ad8c8b4c73379c9366d387fb881c3f790f615b0,Dropout,Feature,,add all transformer layers and a crf layer
Svito-zar/NN-for-Missing-Marker-Reconstruction,e017bb546698b421cbded31534840ccd8d3afaae,Dropout,Feature,,implemented overlaping sliding window for sequence processing
pyprob/pyprob,69f0f340abf403694d68f27f55e56950471eb460,,Feature,,more dropout  lstm embedding with two layers
pyprob/pyprob,69f0f340abf403694d68f27f55e56950471eb460,Dropout,Feature,,more dropout  lstm embedding with two layers
pyprob/pyprob,69f0f340abf403694d68f27f55e56950471eb460,Temporal,Feature,,more dropout  lstm embedding with two layers
simonmeister/motion-rcnn,8bc9fe94016cf24e9284b9835e55b1a452174540,,Deprecate,,updated to the latest version of tf-slim
simonmeister/motion-rcnn,8bc9fe94016cf24e9284b9835e55b1a452174540,Normalization,Deprecate,,updated to the latest version of tf-slim
CannyLab/rinokeras,7a32d1532f804870720bfd9b987f19f8f79a80a7,,Refactor,,reorganize transformerencoder to move shape checking into separate method
CannyLab/rinokeras,7a32d1532f804870720bfd9b987f19f8f79a80a7,Dropout,Refactor,,reorganize transformerencoder to move shape checking into separate method
CannyLab/rinokeras,7a32d1532f804870720bfd9b987f19f8f79a80a7,Normalization,Refactor,,reorganize transformerencoder to move shape checking into separate method
CannyLab/rinokeras,7a32d1532f804870720bfd9b987f19f8f79a80a7,Sparse,Refactor,,reorganize transformerencoder to move shape checking into separate method
CannyLab/rinokeras,7a32d1532f804870720bfd9b987f19f8f79a80a7,Linear,Refactor,,reorganize transformerencoder to move shape checking into separate method
CannyLab/rinokeras,7a32d1532f804870720bfd9b987f19f8f79a80a7,Temporal,Refactor,,reorganize transformerencoder to move shape checking into separate method
keras-team/keras-contrib,71e59aeafc8aba87c0f4d9d5a1eb6648ac3e308c,,Feature,,densenet.py max pool by default  transition_pooling option  add densenetfcn early_transition option.
keras-team/keras-contrib,71e59aeafc8aba87c0f4d9d5a1eb6648ac3e308c,Normalization,Feature,,densenet.py max pool by default  transition_pooling option  add densenetfcn early_transition option.
keras-team/keras-contrib,71e59aeafc8aba87c0f4d9d5a1eb6648ac3e308c,Convolutional,Feature,,densenet.py max pool by default  transition_pooling option  add densenetfcn early_transition option.
keras-team/keras-contrib,71e59aeafc8aba87c0f4d9d5a1eb6648ac3e308c,Pooling,Feature,,densenet.py max pool by default  transition_pooling option  add densenetfcn early_transition option.
keras-team/keras-contrib,71e59aeafc8aba87c0f4d9d5a1eb6648ac3e308c,Weight regularizer,Feature,,densenet.py max pool by default  transition_pooling option  add densenetfcn early_transition option.
keras-team/keras-contrib,71e59aeafc8aba87c0f4d9d5a1eb6648ac3e308c,Reshaping,Feature,,densenet.py max pool by default  transition_pooling option  add densenetfcn early_transition option.
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Normalization,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Convolutional,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Pooling,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Initializer,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Training,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Prediction and evaluation,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
OMR-Research/MeasureDetector,57e075203f8fba8d85e6b74f17f63d0a07da233a,Linear,Other,,revert \tf_upgrade_v2 on resnet and utils folders. (#6154)\" (#6162)\n\nthis reverts commit d6b2b83c0eb668085ecf4045178d210e7bc69892."
marian42/shapegan,90d10207ca161c7199000d237b2c9fa8da2edbdb,,Feature,,add a parameter for the autoencoder model complexity
marian42/shapegan,90d10207ca161c7199000d237b2c9fa8da2edbdb,Normalization,Feature,,add a parameter for the autoencoder model complexity
marian42/shapegan,90d10207ca161c7199000d237b2c9fa8da2edbdb,Convolutional,Feature,,add a parameter for the autoencoder model complexity
benckx/DCGAN-for-psychonauts,550534e89c93993eadc817af0d68fdb09d82d4c6,,Bug Fix,,change losses to scalar and batch normalization. fix #10  #17.
benckx/DCGAN-for-psychonauts,550534e89c93993eadc817af0d68fdb09d82d4c6,Normalization,Bug Fix,,change losses to scalar and batch normalization. fix #10  #17.
benckx/DCGAN-for-psychonauts,550534e89c93993eadc817af0d68fdb09d82d4c6,Training,Bug Fix,loss,change losses to scalar and batch normalization. fix #10  #17.
neuroailab/tfutils,f897ae2ce52c1ef01d84b9f95b31bfc55e2af732,Initializer,Feature,,added working batch norm to conv
neuroailab/tfutils,f897ae2ce52c1ef01d84b9f95b31bfc55e2af732,Normalization,Feature,,added working batch norm to conv
