Project Name,Change Frequency,Commit Count
oandrienko/fast-semantic-segmentation,602,56
NVIDIA/vid2vid,123,3
blue-oil/blueoil,855,70
thstkdgus35/EDSR-PyTorch,259,40
drscotthawley/audio-classifier-keras-cnn,16,1
NirantK/pytorch-web-deploy,68,4
szymonmaszke/torchfunc,2,1
hosang/gossipnet,494,28
calclavia/DeepJ,2587,303
Lausannen/NAS-FCOS,38,2
Yang7879/3D-RecGAN-extended,2,1
conormdurkan/neural-statistician,369,6
keon/deep-q-learning,48,13
meetshah1995/tf-3dgan,317,18
BCV-Uniandes/SMIT,990,82
921kiyo/3d-dl,387,79
matthew-liu/beta-vae,93,10
Mannix1994/SfSNet-Pytorch,190,43
tech-srl/code2vec,195,20
giannisnik/som,1,1
amzn/emukit,24,2
ahmetgunduz/Real-time-GesRec,98,4
kobejean/tf-cfd,375,5
dominiek/transferflow,442,22
shivaverma/OpenAIGym,104,5
amoussawi/recoder,340,57
awentzonline/keras-vgg-buddy,2,1
DeepSceneSeg/AdapNet-pp,64,5
LucasBoTang/ModularGAN,135,23
PyTorchLightning/deep-learning-project-template,25,3
gyh75520/Relational_DRL,184,22
pingpong-ai/chatspace,39,10
marioyc/CCA-images-text,11,4
hubeihubei/DFL-CNN-pytorch,25,1
GuodongQi/yolo3_tensorflow,604,29
XXXalice/EngineSSL,125,31
fomorians/tfstage,17,6
konstantinosKokos/Transformers,244,22
GalacticGlum/composer,332,41
610265158/DSFD-tensorflow,395,40
PingoLH/FCHarDNet,9,2
EvgenyKashin/SRMnet,61,6
kk7nc/Text_Classification,15,1
asingh33/CNNGestureRecognizer,5,3
AlexYangLi/NLI_Keras,247,19
javathunderman/diabetic-retinopathy-screening,1,1
chrischoy/open-ucn,5,4
tengxing/tensorflow-learn,78,7
farizrahman4u/qlearning4k,30,3
MichaelKonobeev/adashift,30,8
XC-Li/Facial_Expression_Recognition,119,11
WenlongZhang0517/RankSRGAN,91,1
ZiJianZhao/SeqGAN-PyTorch,18,2
Adamdad/keras-YOLOv3-mobilenet,259,12
HighCWu/keras-bert-tpu,244,26
buptlj/learn_tf,115,13
hypnosapos/cartpole-rl-remote,2,2
miyosuda/unreal,130,12
lucidrains/sinkhorn-transformer,10,3
jvanvugt/pytorch-unet,2,2
D-X-Y/landmark-detection,4,4
daigo0927/WGAN_GP,104,6
quantitative-technologies/tensorflow-text-classification,49,17
skywaLKer518/A-Recsys,822,62
beringresearch/ivis,347,46
KunpengLi1994/VSRN,1,1
tristandeleu/pytorch-maml-rl,308,66
rg2/DeepFluoroLabeling-IPCAI2020,10,1
eragonruan/refinenet-image-segmentation,10,1
cjbayron/c-rnn-gan.pytorch,126,22
clovaai/overhaul-distillation,14,2
developer0hye/EDAR,28,4
jiwoon-ahn/psa,18,1
pprp/captcha_identify.pytorch,32,4
odegeasslbc/pytorch-IBGAN,539,4
MateLabs/All-Conv-Keras,4,3
Media-Smart/vedaseg,108,8
IsaacChanghau/Dense_BiLSTM,23,4
benckx/DCGAN-for-psychonauts,610,76
WojciechMormul/yolo2,9,1
sanghoon/pytorch_imagenet,12,2
ikostrikov/pytorch-meta-optimizer,71,11
Timen/squeezenext-tensorflow,180,13
nicola-decao/s-vae-pytorch,99,8
open-mmlab/mmediting,148,42
asahi417/LSTMCell,174,18
payne911/SR-ResCNN-Keras-,28,13
MarsPain/ChineseNER_Keras,86,25
lxuechen/BDMC,105,7
irhum/R2Plus1D-PyTorch,3,1
WarBean/tps_stn_pytorch,101,10
l294265421/ACSA,12,1
wouterdewinter/deep-hive,24,7
ChengBinJin/Real-time-style-transfer,48,5
Alibaba-MIIL/ASL,39,6
yg33717/DSH_tensorflow,4,1
XuezheMax/NeuroNLP2,2731,285
ronghanghu/tensorflow_compact_bilinear_pooling,10,2
HiKapok/TF-SENet,23,1
captain-pool/GSOC,1170,169
InnoFang/what-digit-you-write,137,17
YoungXIAO13/PoseFromShape,216,6
xieyufei1993/InceptText-Tensorflow,207,1
danhper/bigcode-tools,51,7
shivsondhi/Triplet-Loss,20,2
croath/han,79,13
dingchenwei/googLeNet,2,1
YuvalBecker/MelNet,134,4
penghu-cs/SDML,1,1
kuaikuaikim/DFace,14,1
HongguLiu/MesoNet-Pytorch,21,1
avikj/Name-Ethnicity-Classifier,1,1
hutomadotAI/Research-Experiments,7,1
pcyin/pytorch_basic_nmt,6,3
anastassia-b/imessage-chatbot,84,6
chanil1218/DCUnet.pytorch,43,2
TRI-ML/realtime_panoptic,2,2
jakc4103/DFQ,243,25
czs0x55aa/pytorch-chatbot,15,3
nbei/Deep-Flow-Guided-Video-Inpainting,9,2
fabiotosi92/CCNN-Tensorflow,28,2
luozhouyang/deepseg,155,17
jcwleo/random-network-distillation-pytorch,112,14
noahchalifour/rnnt-speech-recognition,411,16
ahangchen/GDLnotes,1205,49
amansrivastava17/lstm-siamese-text-similarity,17,2
gojibjib/jibjib-model,93,21
alexandrosstergiou/Class_Feature_Visualization_Pyramid,47,8
hughw19/ActionPlotGeneration,2,1
HoloClean/holoclean,373,70
sshkhr/cmGAN,21,2
Shirhe-Lyh/finetune_classification,5,2
lslcode/SSDBO_for_Tensorflow,71,2
sairajk/PyTorch-Pyramid-Feature-Attention-Network-for-Saliency-Detection,15,3
lidq92/WaDIQaM,14,4
simochen/flowtrack.pytorch,262,9
Ugness/PiCANet-Implementation,173,16
MuggleWang/CosFace_pytorch,141,6
svjan5/medtype,1,1
tiyh/rnn_lottery_prediction,53,10
jonzia/Recurrent_Autoencoder,21,3
roatienza/skelnet,239,50
orashi/EBGAN_pytorch,197,11
JunYeopLee/fast-autoaugment-efficientnet-pytorch,8,3
yuliangguo/Pytorch_Generalized_3D_Lane_Detection,609,49
Megvii-CSG/MegReader,21,2
NVlabs/noise2noise,2,1
matpalm/snli_nn_tf,22,4
LiyuanLucasLiu/LD-Net,92,9
rufinv/VAE-GAN-CelebA,37,1
kaituoxu/Tacotron2,36,6
dizcza/lbcnn.pytorch,78,6
lepoeme20/pyTorch-text-classification,39,4
matpalm/malmomo,68,15
GengDavid/pytorch-cpn,64,12
ufal/lindat-translation,2,2
amrit110/stereo_matching,98,7
duanshengliu/End-to-end-for-chinese-plate-recognition,2,1
dido1998/Recurrent-Independent-Mechanisms,248,12
bojone/margin-softmax,31,4
karanchahal/SaliencyMapper,358,26
LukaszMalucha/Cat-vs.-Dog-Classifier,6,2
dineshreddy91/Occlusion_Net,29,6
dancsalo/TensorFlow-VAE,547,25
deepmind/dnc,6,1
ffzs/ml_pytorch,30,3
jh-jeong/selective-convolution,1,1
KleinYuan/image2text,22,4
pratogab/batch-transforms,5,2
jhyuklee/ethnicity-tensorflow,6,1
zalandoresearch/pytorch-dilated-rnn,76,15
svip-lab/GazeFollowing,15,1
jiny2001/dcscn-super-resolution,652,40
DLR-RM/stable-baselines3,2241,221
LynnHo/AttGAN-Tensorflow,94,4
DemisEom/SpecAugment,149,7
ericjang/e2c,24,1
jiali-ms/JLM,87,5
czczup/Captcha-Recognition,284,5
arnab39/cycleGAN-PyTorch,36,3
tpapp157/Contrastive_Multiview_Coding-Momentum,84,4
Wizaron/binary-stochastic-neurons,2,2
scotthuang1989/object_detection_with_tensorflow,306,4
zzw922cn/Automatic_Speech_Recognition,455,25
Issam28/Brain-tumor-segmentation,1,1
adrienchaton/PerceptualAudio_Pytorch,67,6
BowieHsu/tensorflow_ocr,255,9
HonglinChu/SiamTrackers,19,1
PetraVidnerova/GAKeras,22,8
ageron/tiny-dqn,29,5
vpulab/Semantic-Aware-Scene-Recognition,11,1
zhpmatrix/cged_tf,28,5
TensorSpeech/TensorFlowASR,1451,105
Thinklab-SJTU/R3Det_Tensorflow,896,24
ericput/bert-ner,16,4
bamtercelboo/PyTorch_Bert_Text_Classification,7,1
junxiaosong/AlphaZero_Gomoku,79,6
hellloxiaotian/ADNet,8,2
ProGamerGov/neural-dream,203,9
yongzhuo/nlp_xiaojiang,38,6
lukysummer/Movie-Review-Sentiment-Analysis-LSTM-Pytorch,1,1
lzhengchun/deep-image-prior-tensorflow,9,1
clvrai/SSGAN-Tensorflow,488,25
kalviny/MSDNet-PyTorch,120,6
luickk/sound-classification_rnn,22,2
samrawal/BiLSTM-CRF-Keras,1,1
katbailey/factorizer,10,1
lingtengqiu/Deeperlab-pytorch,21,1
ritheshkumar95/energy_based_generative_models,382,16
guybedo/minos,50,18
foamliu/Deep-Image-Matting,585,110
boyw165/tensorflow-vgg,18,1
alessiamarcolini/deepstreet,6,2
Gautam-J/Self-Driving-Car,6,2
allenai/comb_dist_direct_relex,13,3
LynnHo/VAE-Tensorflow,54,1
eriklindernoren/PyTorch-YOLOv3,672,52
shirgur/UMIS,13,1
ChengBinJin/DCGAN-TensorFlow,92,4
charliememory/Disentangled-Person-Image-Generation,4,1
GINK03/keras-rnn-music-super-resolution,118,14
mhjabreel/CharCnn_Keras,4,4
khaotik/DaNet-Tensorflow,329,19
twni2016/OrganSegRSTN_PyTorch,16,3
funcwj/conv-tasnet,7,4
Islanna/DynamicReLU,10,1
ruiminshen/yolo2-pytorch,241,31
uranusx86/BinaryNet-on-tensorflow,88,4
Neoanarika/Implementing-the-PowerSign-and-AddSign-rule,116,9
chongyangtao/MRFN,2,1
pemami4911/sinkhorn-policy-gradient.pytorch,637,21
taki0112/StyleGAN-Tensorflow,1,1
zlthinker/KFNet,67,1
nrontsis/PILCO,34,12
maxhodak/keras-molecules,62,8
thuyen/brats,17,7
ProHiryu/FaceRecoginition,26,3
agakshat/LOLA-pytorch,24,2
jmhessel/fmpytorch,80,10
samuelzhouhe/poseGuidedImgGeneration,171,25
osmr/imgclsmob,4145,490
linjian93/toxic_comment_classification,1,1
shionhonda/viton-gan,17,4
smellslikeml/everybody_dance_faster,17,2
oscarknagg/few-shot,183,17
nicola-decao/s-vae-tf,69,5
cetinsamet/zero-shot-learning,18,5
lixilinx/psgd_tf,332,8
arashno/tensorflow_multigpu_imagenet,167,6
utiasSTARS/liegroups,198,12
kuan-wang/pytorch-mobilenet-v3,14,4
lukemelas/simple-bert,71,4
gpleiss/temperature_scaling,40,2
tdeboissiere/SuperNNova,21,3
ruotianluo/neuraltalk2-tensorflow,1525,19
cameronfabbri/Improved-Wasserstein-GAN,259,13
zhongzhh8/Cross-Modal-Retrieval,66,3
johli/seqprop,51,3
idearibosome/tf-perceptual-eusr,55,15
ningshixian/LSTM_Attention,12,3
tonylins/pytorch-mobilenet-v2,26,3
PyTorchLightning/pytorch-lightning-bolts,698,71
HaiyinPiao/pytorch-a2clstm-DRQN,119,2
khanrc/pt.fractalnet,27,5
philipperemy/deep-speaker,227,45
zxhuang1698/interpretability-by-parts,17,1
audioku/cross-accent-maml-asr,268,46
feifeibear/Distributed-ResNet-Tensorflow,26,6
Wizaron/coord-conv-pytorch,11,5
atulkum/co-attention,73,3
zizhaozhang/unet-tensorflow-keras,126,3
xingyizhou/pytorch-pose-hg-3d,31,3
allenai/scibert,2,2
jorgemf/kaggle_redefining_cancer_treatment,806,62
titu1994/tfdiffeq,395,51
aqibsaeed/Genetic-CNN,13,1
ardiya/HashtagPrediction,25,5
spallas/time-attention,278,30
wencolani/TransE,30,2
bigpon/QPNet,2,1
hannw/sgrnn,178,8
taki0112/Spectral_Normalization-Tensorflow,35,5
rizkiarm/LipNet,38,4
yhlleo/DeepSegmentor,281,53
asanakoy/deeppose_tf,52,1
xionghc/Facial-Expression-Recognition,22,2
CyberZHG/keras-octave-conv,65,5
dizam92/pyTorchReg,24,4
lizhengwei1992/MS_SSIM_pytorch,21,2
MINGUKKANG/Adversarial-AutoEncoder,5,2
waleedgondal/Texture-based-Super-Resolution-Network,15,1
dalmia/Quora-Question-Pairs,32,2
Jongchan/attention-module,32,2
valerystrizh/pytorch-histogram-loss,185,31
dataloop-ai/ZazuML-easy_AutoML,161,55
AntreasAntoniou/HowToTrainYourMAMLPytorch,114,19
cyber-meow/PUbiasedN,642,28
johnb30/py_crepe,15,1
hitvoice/DrQA,54,8
Neoanarika/Searching-for-activation-functions,294,61
ilovin/lstm_ctc_ocr,86,10
sniklaus/pytorch-unflow,75,9
lmnt-com/wavegrad,12,3
MioChiu/TF_CenterNet,1,1
zhengyang-wang/3D-Unet--Tensorflow,24,1
onlytailei/A3C-PyTorch,284,13
tntrung/gan,145,10
byungjae89/MahalanobisAD-pytorch,1,1
c0nn3r/pytorch_highway_networks,49,11
szq0214/CMC_with_Image_Mixture,116,5
yahoo/TensorFlowOnSpark,886,91
pierremtb/UQPINNs-TF2.0,91,15
okankop/Efficient-3DCNNs,8,3
ashafahi/free_adv_train,45,5
arahuja/hamiltonian-monte-carlo,1,1
GuYuc/WS-DAN.PyTorch,141,4
Guillem96/pointer-nn-pytorch,5,2
lpjiang97/sparse-coding,18,4
AnTao97/dgcnn.pytorch,3,1
agakshat/visualdialog-pytorch,133,2
thstkdgus35/bicubic_pytorch,88,14
indiejoseph/cnn-text-classification-tf-chinese,3,1
gitabcworld/MatchingNetworks,202,11
CoinCheung/Deeplab-Large-FOV,122,14
Johswald/Bayesian-FlowNet,635,28
google-research/recsim,187,4
CSTR-Edinburgh/merlin,199,9
DocF/Soft-NMS,31,2
timomernick/pytorch-gabor,2,1
rcmalli/keras-mobilenet,122,6
fshamshirdar/place-recognition,69,9
Hsankesara/VoxelMorph-PyTorch,84,4
KingMV/ConvGRU,9,1
maxpumperla/elephas,89,31
abhishekrana/DeepFashion,11,1
StrangerZhang/SiamFC-PyTorch,42,6
yangsenius/learning-to-learn-by-pytorch,24,3
ShafeenTejani/style-transfer,2,2
angryhen/model_tensorflow2.0,43,6
lopuhin/transformer-lm,201,37
DeepRNN/image_captioning,467,8
xdebron/mybabe,3,1
PacktPublishing/PyTorch-Deep-Learning-in-7-Days,33,5
muneebaadil/line-detection-using-cnns,54,21
DingKe/BinaryNet,2,1
yxlijun/S3FD.pytorch,80,6
junyanz/pytorch-CycleGAN-and-pix2pix,314,60
IBM/matrix-capsules-with-em-routing,4,2
phreeza/tensorflow-vrnn,145,8
jeromerony/fast_adversarial,6,2
wmingwei/restricted-boltzmann-machine-deep-belief-network-deep-boltzmann-machine-in-pytorch,132,12
sniklaus/softmax-splatting,58,3
Separius/CudaRelativeAttention,269,12
zepingyu0512/disconnected-rnn,30,3
MLjian/TextClassificationImplement,9,1
theislab/scgen,690,43
jaredwinick/img2vec-keras,5,1
KhronosGroup/NNEF-Tools,11,5
dragonbook/V2V-PoseNet-pytorch,49,7
albanie/mcnPyTorch,41,7
calmisential/TensorFlow2.0_Image_Classification,22,9
goranrauker/convert-to-tensorflow,4,1
threelittlemonkeys/text-classification-pytorch,230,33
guoruoqian/cascade-rcnn_Pytorch,114,4
jinfagang/ssds_pytorch,20,3
popcornell/keras-triplet-center-loss,95,5
itailang/SampleNet,4,2
locuslab/icnn,544,27
lawlite19/MachineLearning_TensorFlow,3,1
artem-oppermann/Restricted-Boltzmann-Machine,68,2
KaiyangZhou/pytorch-center-loss,58,11
altosaar/variational-autoencoder,43,9
yikaiw/NRL-implement,66,3
jramapuram/SimCLR,41,7
zhaolewen/DrQA-TF,181,24
pureloveljc/tensorflow-mnist,1,1
jsikyoon/pathnet,392,28
songgc/TF-recomm,39,5
timbmg/VAE-CVAE-MNIST,35,5
mgoubran/HippMapp3r,2,2
bolunwang/backdoor,3,2
dusty-nv/pytorch-odometry,40,16
ahangchen/rank-reid,352,36
brade31919/SRGAN-tensorflow,126,3
ChengBinJin/V-GAN-tensorflow,11,5
jayanthkoushik/neural-style,14,5
foamliu/Machine-Translation,49,15
Z-Zheng/SimpleCV,216,54
GlassyWing/text-detection-ocr,67,13
Unisound/SampleRNN,48,3
ildoonet/unsupervised-data-augmentation,8,3
yaohungt/Multimodal-Transformer,1,1
Stick-To/Object-Detection-API-Tensorflow,1121,21
CM-BF/FeatureFlow,66,2
matiaslindgren/lidbox,1736,220
antonilo/TensBlur,2,1
Mxbonn/INQ-pytorch,37,11
EmptySamurai/pytorch-reconet,4,1
devicehive/devicehive-video-analysis,8,2
milongo/CASENet,6,2
unixpickle/learning-tf,102,13
deepchem/deepchem,6940,543
micmelesse/3D-reconstruction-with-Neural-Networks,1823,152
HMellor/pytorch-superpixels,2,1
Naman-ntc/Pytorch-Human-Pose-Estimation,10,2
leftthomas/ImageDeblurring,244,19
philipperemy/stock-volatility-google-trends,30,7
aistairc/market-reporter,7,4
brilee/shuffling_experiments,4,1
keras-team/keras-contrib,1577,154
sadeepj/crfasrnn_pytorch,1,1
mattmacy/vnet.pytorch,221,24
EmilienDupont/wgan-gp,9,2
tsinghua-rll/VoxelNet-tensorflow,165,14
TAMU-VITA/ALISTA,186,1
axon-research/c3d-keras,61,6
codetendolkar/tacotron-2-explained,23,4
mattHawthorn/sk-torch,35,5
hardmaru/cppn-tensorflow,1,1
mks0601/A-Convolutional-Neural-Network-Cascade-for-Face-Detection,53,1
richardassar/Efficient_Neural_Audio_Synthesis,10,2
TobiasLee/Chinese-Hip-pop-Generation,5,2
davmre/elbow,881,73
marcbelmont/cnn-watermark-removal,25,4
aelnouby/Text-to-Image-Synthesis,382,10
Mikoto10032/AutomaticWeightedLoss,2,1
Spijkervet/BYOL,35,7
BY571/Soft-Actor-Critic-and-Extensions,192,10
jaehyunnn/DeepAerialMatching_pytorch,4,1
GoogleCloudPlatform/cloudml-samples,1445,150
xytpai/DetX-Retinanet,10,5
DuaneNielsen/DeepInfomaxPytorch,41,5
open-mmlab/OpenSelfSup,73,12
nikhilbarhate99/TD3-PyTorch-BipedalWalker-v2,3,1
stevefielding/tensorflow-anpr,3,2
chaiyujin/glow-pytorch,187,18
asmekal/keras-monotonic-attention,3,2
coreylynch/async-rl,388,29
ejcgt/attention-target-detection,3,1
flyingpot/pytorch_deephash,231,19
olestourko/ml-garbage-classifier-tensorflow,92,4
Lapis-Hong/wide_deep,216,13
TLESORT/Generative_Continual_Learning,36,3
maudzung/SFA3D,4,1
HopLee6/RRIN,16,4
anujdutt9/Handwritten-Digit-Recognition-using-Deep-Learning,7,2
angelwmab/Time-Flies,10,1
FENGShuanglang/2D-Vnet-Keras,56,5
atreyasha/deep-generative-models,165,10
Germey/CrackCaptcha,327,29
nikhilmaram/Show_and_Tell,39,5
paarthneekhara/neural-vqa-tensorflow,64,8
Skydes/Concrete-Dropout,4,2
minggli/rainforest-tagging,418,68
fabro66/GAST-Net-3DPoseEstimation,11,1
sebp/tf_autoencoder,90,12
criteo/tf-yarn,248,57
tadax/m2det,210,25
thomasjpfan/pytorch_refinenet,35,8
sarus-tech/tf2-published-models,300,14
williamd4112/tensorflow-action-conditional-video-prediction,82,8
yuhui-lin/web_page_classification,487,37
nnUyi/SNGAN,9,1
Thimira/bird_watch,64,25
togheppi/pix2pix,16,3
ricsinaruto/Seq2seqChatbots,275,24
SeungjunNah/DeepDeblur-PyTorch,14,5
taki0112/GDWCT-Tensorflow,37,2
tencent-alchemy/Alchemy,40,5
Agwave/PDF-Resume-Information-Extraction,4,1
Zzh-tju/DIoU-SSD-pytorch,2,1
jihunchoi/recurrent-batch-normalization-pytorch,57,3
pvgladkov/knowledge-distillation,75,8
CornellDataScience/Deep-Learning-Course,58,7
ildoonet/tf-mobilenet-v2,47,5
fudannlp16/focal-loss,11,1
eagle705/korean-ner-cnn-bilstm,25,1
mesnico/RelationNetworks-CLEVR,779,84
persephone-tools/persephone,285,45
rgcottrell/pytorch-human-performance-gec,1,1
wangleihitcs/MedicalReportGeneration,46,4
asahi417/DeepDomainAdaptation,297,11
keras-rl/keras-rl,373,61
tymokvo/pt-styletransfer,1,1
dengdan/tf-pvanet,11,1
kang205/SASRec,12,2
songlab-cal/tape,315,71
JohnleeHIT/Brats2019,4,1
nghuyong/ERNIE-Pytorch,1,1
3ammor/Video-Pixel-Networks,286,22
Wentong-DST/self-critical,181,25
thisisiron/spectral_normalization-tf2,22,3
SathwikTejaswi/deep-ranking,9,1
guoyang9/NFM-pyorch,2,1
jxwufan/AssociativeRetrieval,186,15
raghakot/ultrasound-nerve-segmentation,49,4
Bakuutin/lstm_text_generator,10,1
wbaek/tracking_via_colorization,256,22
automan000/Convolutional_LSTM_PyTorch,54,5
v6x/keras-project-template,2,1
jd730/OICR-pytorch,2,2
congyucn/GAN-celebA,52,5
KupynOrest/DeblurGAN,49,10
msyim/VGG16,78,4
ZJULearning/COP,41,6
VITA-Group/AutoSpeech,16,1
kerlomz/captcha_trainer,1219,81
L0SG/seqgan-music,147,12
kuangliu/pytorch-retinanet,165,29
twairball/t2t_wmt_zhen,18,5
boozyguo/mosaic,10,2
mdangschat/ctc-asr,2420,309
jtoy/tensorbot,1,1
ClementPinard/SfmLearner-Pytorch,98,13
youyuge34/Anime-InPainting,31,4
wutong16/DistributionBalancedLoss,2,2
IBM/MAX-Image-Segmenter,3,1
yusugomori/deeplearning-tensorflow-keras,40,3
JohnRabbbit/TF2Fluid,3,2
tudor-berariu/fisher-information-matrix,31,3
Xiangyu-CAS/Realtime_Multi-Person_Pose_Estimation.PyTorch,6,1
jason9693/MusicTransformer-tensorflow2.0,462,49
dengdan/test_tf_models,102,10
GokuMohandas/fast-weights,6,1
jiacheng-xu/vmf_vae_nlp,617,46
liu2231665/TAAN-MTL,1,1
hysts/pytorch_mpiigaze,110,23
xtma/pytorch_car_caring,7,1
MiaoyunZhao/GANTransferLimitedData,18,5
meteorshowers/hed-pytorch,14,3
NickleDave/vak,169,30
uestcchicken/crowd-counting-MCNN,88,13
CRIPAC-DIG/TextING,8,1
yzhangcs/post,457,58
yashkant/Padam-Tensorflow,896,117
weiyithu/OptimizeMVS,33,2
dengxiuqi/Lyricist-torch,7,2
GunhoChoi/LSGAN-TF,7,2
DenisTome/Lifting-from-the-Deep-release,31,5
JunYeopLee/capsule-networks,98,3
miemie2013/Keras-DIOU-YOLOv3,42,5
nlpAThits/figet-hyperbolic-space,11,2
peteryuX/tensorflow-GHM-loss,16,4
shankezh/DL_HotNet_Tensorflow,15,2
fab-jul/L3C-PyTorch,5,4
jinfagang/tfboys,117,20
lukepark327/pytorch-federated-learning,211,15
nnUyi/PeleeNet,11,2
qqwweee/keras-yolo3,259,12
athena-team/athena,2437,123
alison-carrera/onn,52,10
meereeum/lda2vec-tf,305,36
xtudbxk/DSRG-tensorflow,2,2
aetros/aetros-cli,82,30
baldassarreFe/deep-koalarization,129,19
patrick-kidger/torchcde,194,21
vshantam/Age-Prediction,4,2
kasparmartens/c-GPLVM,21,3
Z-yq/TensorflowASR,443,24
leviswind/pytorch-transformer,23,2
simonjisu/annotated-transformer-kr,37,6
quadflor/Quadflor,522,62
aitorzip/Keras-ICNet,89,4
shunsukesaito/PIFu,4,1
DingKe/nn_playground,369,8
tensorlayer/srgan,217,13
ttaoREtw/Tacotron-pytorch,3,1
hhsecond/ml2rt,4,1
PSLmodels/PCI-China,147,14
DeNeutoy/act-tensorflow,578,29
dongwookim-ml/VAE-MF-TensorFlow,281,13
tristandb/EfficientDet-PyTorch,357,16
rohithreddy024/VAE-GAN-Pytorch,1,1
kweisamx/TensorFlow-SR-DenseNet,110,7
Jack-Cherish/Deep-Learning,12,4
ksopyla/tensorflow-mnist-convnets,17,1
gnes-ai/gnes,123,29
DHZS/tf-dropblock,19,1
catalyst-team/catalyst,1300,194
galeone/dynamic-training-bench,1727,121
mkocabas/CoordConv-pytorch,16,3
iwyoo/ConvLSTMCell-tensorflow,30,5
avinashpaliwal/Super-SloMo,16,6
endernewton/iter-reason,14,1
rongjiecomputer/tensorflow-xla-aot-windows,1,1
Cuongvn08/tensorflow_kaggle_house_price,48,5
UiO-CS/tf-wavelets,35,10
vackosar/keras-punctuator,271,51
ivclab/PAE,1,1
taki0112/AdaBound-Tensorflow,45,3
ankurhanda/pytorch-SceneNetRGBD,529,38
hijkzzz/prisma,141,17
rohit-gupta/Video2Language,25,1
xvshu/ImageNet-Api,3,3
GXYM/GHM_Loss,4,1
inejc/paragraph-vectors,88,16
yujie-xing/Neural-Persona-based-Conversation-Model-Python-Version,91,3
Mujadded/knn-with-tensorflow,1,1
pedro-abreu/deep-action-detection,348,18
eladhoffer/quantized.pytorch,108,16
titu1994/keras_novograd,21,4
adambielski/CapsNet-pytorch,5,1
daiquocnguyen/R-MeN,5,2
khushhallchandra/pytorch-rl,4,1
titu1994/keras-LAMB-Optimizer,9,3
cindyxinyiwang/TrDec_pytorch,335,29
lbkchen/deep-learning,614,50
clvrai/Representation-Learning-by-Learning-to-Count,2,2
ZikunZhou/TADT-python,6,1
autonomio/talos,222,29
yxgeee/pytorch-FPN,3609,92
BouchardLab/DynamicalComponentsAnalysis,236,34
benedekrozemberczki/ASNE,4,1
Media-Smart/vedastr,87,16
ttengwang/dense-video-captioning-pytorch,92,6
RanhaoKang/PWC-Net_pytorch,895,154
TH3CHARLie/deep-high-dynamic-range,97,18
Ciaran1981/geospatial-learn,13,4
tamakoji/pytorch-syncbn,7,1
developer0hye/PyTorch-Darknet53,38,6
jeongukjae/pytorch-bert,97,15
wangleiai/dVectorSpeakerRecognition,34,5
YeongHyeon/Super-Resolution_CNN,131,10
voxelmorph/voxelmorph,1567,142
bshall/VectorQuantizedCPC,158,4
lvapeab/ABiViRNet,352,7
thushv89/attention_keras,75,5
shinseung428/ImageCompletion_IncompleteData,23,4
NVIDIA-AI-IOT/trt_pose,161,28
znxlwm/pytorch-MNIST-CelebA-cGAN-cDCGAN,18,3
LongxingTan/Time-series-prediction,65,4
ctallec/world-models,314,29
miraclewkf/MobileNetV2-PyTorch,9,1
wittawatj/kernel-gof,14,3
jhayes14/adversarial-patch,4,1
guangningyu/JD-prediction,48,4
mhw32/multimodal-vae-public,82,2
huochaitiantang/pytorch-fast-matting-portrait,39,5
TeeyoHuang/CycleGAN-pytorch,5,2
ssampang/im2latex,93,4
vikasverma1077/manifold_mixup,109,7
Akatsuki06/AutonomousCarAI,24,9
FlorentF9/DESOM,34,5
NVIDIA/DeepRecommender,26,8
Paper99/SRFBN_CVPR19,8,1
hackiey/QAnet-pytorch,20,4
haoxiangsnr/Wave-U-Net-for-Speech-Enhancement,117,17
chenxi116/TF-resnet,78,10
greydanus/baby-a3c,16,3
lytforgood/TextClassification,85,10
crypt3lx2k/Zerofish,26,5
vene/sparse-structured-attention,48,6
Epiphqny/Colorization,3,1
Blade6570/Dilation-Pytorch-Semantic-Segmentation,2,1
misgod/fast-neural-style-keras,129,8
avBuffer/Yolov5_tf,55,6
SpikeKing/keras-yolo3-detection,27,12
yuto3o/yolox,363,20
mohamedkeid/Feed-Forward-Style-Transfer,138,10
hou-yz/MVDet,170,14
vadimkantorov/tfcheckpoint2pytorch,14,3
JinheonBaek/RGCN,35,3
alexandrosstergiou/Squeeze-and-Recursion-Temporal-Gates,60,4
karfly/learnable-triangulation-pytorch,26,6
rajat1994/WebApp-for-breast-cancer-detection,2,1
hwalsuklee/tensorflow-mnist-cnn,3,1
dlyldxwl/fssd.pytorch,11,2
kvfrans/deepcolor,191,5
wsnedy/pytorch-retinanet,65,11
FabianGroeger96/cnn-number-detection,143,23
Miffyli/ToriLLE,50,9
CVxTz/graph_classification,2,1
dennybritz/cnn-text-classification-tf,84,21
mabirck/CatastrophicForgetting-EWC,31,6
krinj/pytorch-style-transfer,2,1
SystemErrorWang/White-box-Cartoonization,4,1
zxpzhong/3D-RecGAN-pytorch,52,9
yifita/3PU_pytorch,319,30
hiwonjoon/cycle-gan-tf,5,2
charliememory/EGSC-IT,9,4
TachibanaYoshino/AnimeGAN,4,3
shanglianlm0525/BlazeFace,8,1
carpedm20/deep-rl-tensorflow,173,21
saminens/Medi-CoQA,3,1
MccreeZhao/FR-Loss-on-Mnist,36,1
zhilin007/FFA-Net,47,4
EdoVaira/Iris-Neural-Network,93,9
diningphil/CGMM,336,17
r9y9/deepvoice3_pytorch,397,59
